3.764927 11.929205 6.404712 0.514136 -2.743286 -2.991572 0.187681 1.582847 -1.167569 -0.154705 -0.714788 0.793756 0.457755 0.232881 -1.298464 -0.759457 -0.158344 -1.207207 -0.399553 -0.275598 -0.538709 -0.890049 -0.669998 -1.068636 -0.824807 -0.570070 1.079471 0.561734 0.145773 0.301655 -0.172611 -0.405990 -0.160701 0.842676 0.886280 0.403703 0.076474 -0.144820 0.859358 -0.403707 -0.979259 -0.197831 0.623375 -0.777458 -1.137791 0.052751 0.332164 0.372801 0.769122 -0.189286 -0.401639 -0.786761 -0.172171 0.317290 -0.192828 -0.125862 -1.225852 0.206182 0.152268 0.216443 -0.121109 -0.094342 -0.135088 0.360241 0.160562 -0.023436 -0.114351 0.229074 0.647142 1.000000
2.571916 13.200516 6.965086 0.516938 -2.638758 -2.265931 1.060345 1.557098 -1.723171 0.060665 -0.576193 0.706692 0.247956 0.461029 -1.392170 -0.471644 -0.288826 -1.010112 0.058697 -0.028388 -0.755217 -0.776035 -0.234357 -0.799267 -0.096516 0.632943 -0.318361 0.893751 -0.346507 0.745113 -0.796831 -0.428952 0.260815 0.708862 0.076356 0.934295 -0.423230 0.034866 0.428859 0.327357 -0.824343 0.129206 0.440746 -0.538845 -0.741179 0.004480 -0.016708 0.224294 0.386767 0.070504 -0.488743 -0.354937 -0.000773 0.055163 0.373222 -0.416838 -1.359400 -0.170340 -0.352542 0.432027 0.068418 -0.093305 -0.078234 0.123051 -0.059839 -0.285976 -0.179317 0.233663 0.336118 1.000000
2.541030 13.210062 6.796719 0.559764 -2.640736 -2.353944 0.848503 1.482911 -1.749912 0.107846 -0.600748 0.842470 0.442814 0.343601 -1.110028 -0.330612 -0.242889 -1.035891 0.086065 -0.174942 -0.723393 -0.704016 -0.335512 -0.786075 -0.100518 0.430059 -0.248427 0.781620 -0.815875 0.494401 -0.548463 -0.393763 -0.191369 1.069322 -0.093858 0.724052 -0.336583 -0.180432 0.601814 0.390609 -0.796474 0.000571 0.264226 -0.639036 -0.896381 -0.111679 0.186101 0.251814 0.467181 -0.098672 -0.451295 -0.732490 -0.160722 0.146643 0.119571 -0.281768 -1.385191 0.121707 -0.117803 0.123212 0.201159 0.040490 -0.152049 0.073917 -0.148094 -0.350960 -0.251791 0.271903 0.394159 1.000000
6.237909 8.346413 4.521830 3.785405 -1.732177 -1.820603 0.407822 1.861841 -1.467684 -0.328713 -0.641025 1.284815 0.179411 0.631762 -0.603850 -0.794820 -0.096693 -0.912625 0.294625 -0.523025 -0.339309 -0.646169 0.103743 -0.756765 -0.373541 -0.460652 0.753266 0.487225 0.119745 0.285491 -0.160703 -0.401568 -0.166950 0.594017 0.172851 0.252054 -0.014602 0.105320 -0.043742 0.616942 -0.453825 0.014148 0.319435 -0.684082 -1.251871 0.168448 -0.081782 0.051422 0.270255 0.180901 -0.190432 -0.364358 -0.216535 -0.110267 -0.083230 0.173491 -0.981288 0.382785 0.093670 -0.214476 0.426206 -0.142424 -0.339408 -0.069964 0.149216 -0.354531 -0.073233 0.318299 0.388779 1.000000
3.773911 12.128082 8.593020 0.851716 -1.638820 -2.806662 0.420356 2.319381 -0.193401 -0.075334 -0.111085 -0.493826 0.393852 -0.250033 -2.379817 -0.982624 -0.756013 -1.061148 0.074535 -1.003322 -0.286217 -1.274734 -0.389508 -1.507380 -0.152909 -0.273628 0.542903 0.821174 -0.306952 -0.101644 -0.052365 -0.151555 0.423875 0.713149 0.479273 0.456358 -0.061125 -0.294615 0.918209 -0.008059 -1.597787 0.014017 0.760763 -0.234099 -0.975159 0.336482 0.214506 -0.150196 0.636692 -0.295751 0.068146 -0.380989 0.075618 -0.064899 0.018282 -0.031806 -0.819613 -0.081716 -1.079826 0.128327 0.311016 -0.098235 -0.312456 0.087715 -0.238882 -0.187116 0.261902 0.346701 0.439554 1.000000
2.736400 13.131943 7.118239 0.481323 -3.008546 -2.288883 0.966378 1.547382 -1.772987 0.295837 -0.704221 1.033516 0.250123 0.469627 -1.319076 -0.141333 -0.215609 -1.055611 0.142707 -0.116191 -0.476514 -1.147050 -0.228616 -0.702640 -0.137160 0.494807 -0.214576 0.873782 0.068294 0.155095 -0.681620 -0.418437 -0.133466 0.702049 0.109563 0.949615 -0.474911 -0.302049 0.501659 0.263657 -1.083883 0.032088 0.538525 -0.466757 -0.633757 0.071895 -0.187966 0.275741 0.636537 -0.107355 -0.350812 -0.352116 -0.111142 -0.153577 -0.043513 -0.017208 -1.002014 -0.087532 -0.273172 -0.068399 0.016575 -0.424132 -0.156674 0.021366 0.027045 -0.144414 0.024341 0.221385 0.344552 1.000000
-2.078768 6.903671 3.506197 -2.224000 -1.474757 -1.821909 -0.109218 0.498036 -0.389794 0.308773 -0.480278 0.412442 0.297725 0.383274 -1.033854 -0.358691 -0.217589 -0.733051 -0.242658 -0.477529 -0.484016 -0.494610 -0.108390 -0.344622 -0.106227 0.290233 -0.160731 0.439596 -0.237109 -0.000598 -0.430538 -0.261101 0.254764 0.962884 0.426237 0.642192 -0.089330 -0.118662 0.668251 0.034276 -0.425437 -0.062457 0.234403 -0.118951 -0.372284 -0.007196 0.313003 0.267369 0.627939 0.119229 -0.262085 -0.400684 -0.010693 0.174496 -0.001769 -0.160311 -0.726758 0.100404 -0.083060 0.083713 0.083104 -0.162145 -0.179921 0.023983 -0.147631 -0.088409 -0.198828 0.106335 0.103096 1.000000
2.795931 13.148904 7.004834 0.385670 -2.753790 -2.456074 0.869576 1.566164 -1.722287 0.325781 -0.493896 1.155267 0.287645 0.367964 -1.227127 -0.341850 -0.217260 -1.211051 0.117702 -0.170653 -0.530717 -1.166311 -0.256961 -0.700210 -0.313482 0.528087 -0.428373 0.887924 0.039333 0.407135 -0.377726 -0.026619 -0.187827 0.772039 0.427569 1.020361 -0.533502 -0.107124 0.400373 0.305701 -0.994658 0.227332 0.424182 -0.522957 -0.714214 -0.214764 -0.047389 0.015272 0.395228 0.033153 -0.320007 -0.424909 -0.260099 -0.093391 0.186012 -0.116764 -1.236618 0.143955 -0.335401 0.065574 0.299790 -0.440469 -0.278826 0.056554 -0.311453 -0.268485 0.122640 0.141754 0.518169 1.000000
2.989029 12.975159 7.228052 0.393169 -2.855384 -2.466789 0.671261 1.484131 -1.648794 0.449475 -0.686116 1.138431 0.253606 0.320727 -1.168653 -0.365845 -0.050584 -1.192379 -0.158333 -0.159037 -0.502537 -0.942706 -0.310073 -0.697224 -0.126506 0.399391 -0.286409 0.777029 -0.288870 0.317447 -0.500329 -0.397745 -0.253793 0.692333 0.239586 1.147091 -0.187448 -0.236509 0.783120 0.348715 -1.171840 -0.060058 0.316940 -0.667733 -0.683813 -0.139991 0.044872 0.000857 0.536716 0.018573 -0.116507 -0.423095 -0.013077 0.233757 -0.195074 -0.183321 -1.221797 0.042183 -0.068226 -0.099448 0.310588 -0.133561 -0.242251 -0.058208 -0.089891 -0.153455 0.026804 0.037816 0.562917 1.000000
3.310448 12.729894 7.918700 0.355502 -2.484595 -2.427706 0.745799 1.317600 -1.331405 0.236501 -0.988055 0.972203 0.069600 0.047613 -1.003203 -0.221592 0.010506 -1.073342 -0.234083 -0.289248 -0.310736 -1.083444 -0.018495 -0.538128 -0.047162 0.207751 0.088915 0.828829 0.141629 -0.180154 -0.968581 -0.761922 -0.590797 0.717881 -0.147540 1.116335 -0.320165 -0.803410 1.069415 0.039463 -0.927798 -0.397025 0.463797 -0.530076 -0.789187 0.011043 0.219508 0.324457 0.873222 -0.042191 -0.179097 0.097099 0.188675 0.090421 -0.307133 -0.073849 -0.970716 -0.399456 -0.072444 -0.179209 0.032072 -0.307566 -0.389423 0.088972 -0.005960 -0.075979 0.180657 0.129076 0.476537 1.000000
