-8.402827 -5.784273 -0.318245 -2.354491 0.100897 -2.090744 -3.061326 -0.009416 0.997783 -0.344023 0.448234 1.562832 1.627159 1.017193 0.415463 -0.655263 -0.134760 -1.113906 -0.747059 -0.087991 -0.701311 -1.033732 0.692904 0.183742 0.499180 -0.702262 -0.062306 0.258347 -0.260182 0.140407 0.831638 0.305257 0.000581 -0.086817 0.120037 -0.177250 -0.703102 0.067516 -0.302468 0.162703 0.047000 0.031392 0.175378 -0.139557 0.117877 -0.629857 0.706374 -0.436783 -0.262219 0.050780 -0.751885 -0.140893 -0.196642 0.044193 -0.649903 -0.508582 0.632361 -0.401765 -0.003878 -0.415558 -0.039364 0.240810 -0.357394 1.000000
-6.107991 -4.666977 -0.430952 -0.576547 1.373332 -1.674054 -2.957021 0.240113 0.793531 0.535537 0.884437 1.233879 0.766175 1.231758 -0.016378 -0.546234 -0.096655 -1.331689 -1.844269 -0.841654 -0.440998 -0.665005 0.247348 1.707227 0.545993 -0.782387 -0.565095 0.962487 -0.081273 -0.916959 -0.010303 0.008454 0.594732 0.488766 0.408375 0.345548 -0.345033 0.769340 -0.654644 0.102123 0.036259 -0.159636 -0.201490 -0.187720 0.634375 -0.159749 -0.069481 -0.164923 -0.060645 0.038812 -0.104497 0.225325 0.070526 0.733025 -0.200286 -0.271309 0.426579 -0.038062 0.954518 0.138732 -0.166651 0.521464 -0.325605 1.000000
-6.160810 -4.965529 -0.209951 -0.570953 1.309501 -1.903918 -3.039912 0.556872 0.727513 0.158914 0.933379 1.463075 1.008344 1.333636 0.071015 -0.676421 -0.099845 -1.814822 -1.875640 -0.859056 -0.624941 -0.639698 0.748031 1.420397 0.562033 -0.911372 -0.045806 1.014943 0.571741 -0.710545 0.137862 -0.151124 0.503849 0.061605 0.133338 0.176305 -0.219286 0.149837 -0.469927 0.054178 -0.039138 -0.361935 -0.499051 -0.367353 0.149618 0.079164 -0.497271 -0.531194 -0.125362 0.071608 0.100875 0.363083 0.184267 0.281889 -0.319229 -0.245393 0.271934 -0.099762 0.343474 0.162724 0.100624 0.209826 -0.282830 1.000000
-10.568030 -5.887965 0.418769 -1.725123 -0.136404 -3.675173 -3.941024 -1.631970 1.370663 -0.784044 0.555276 1.316392 1.800050 1.298006 0.072969 -0.659405 0.008643 -1.456187 -0.574041 -0.001250 -0.845652 -1.041581 0.868352 0.159884 0.164399 -0.811111 -0.210565 0.364313 -0.216360 0.238747 0.392566 0.432407 0.198773 0.229171 0.139142 0.125339 -0.031740 -0.122579 -0.086799 0.044598 0.147322 -0.301755 -0.102966 -0.310374 0.025298 -0.207203 0.619766 -0.074605 -0.088527 0.085144 -0.489485 0.121109 -0.227283 0.569869 -0.727164 -0.416686 0.645236 -0.234165 -0.280524 -0.120441 0.162586 0.294294 -0.146231 1.000000
-6.329434 -2.235143 1.028524 -1.604632 -1.095229 -0.560090 -2.953827 -0.964156 0.513020 0.266779 0.766875 0.906057 -0.242700 -0.010806 0.629653 0.031692 -0.313360 0.142219 -0.998145 -0.230374 -1.304009 -0.612109 0.018989 0.616215 0.723576 -0.061621 -0.137027 0.256641 0.568761 0.302864 0.379538 0.672206 -0.535813 -0.734404 0.019542 -0.506977 -0.923194 -0.058576 -0.387812 -0.179441 0.098574 0.146305 -0.312864 0.261614 0.167428 -0.669439 0.735728 -0.197633 0.098424 0.736558 -0.367296 0.017283 -0.194625 -0.450665 0.126072 0.361751 0.104720 -0.270976 0.269481 -0.368649 -0.498510 0.425485 -1.200229 1.000000
-6.132010 -4.336184 -0.619031 -0.537841 1.751061 -2.013828 -2.824708 0.757658 0.331122 0.392979 0.607318 1.121684 0.972301 1.434784 0.182567 -0.620332 0.041640 -1.166938 -1.515813 -0.423309 -0.264183 -1.225714 -0.328951 0.840080 0.800385 -0.255798 -0.751914 0.529202 0.297337 -0.498050 0.172347 0.235870 0.614660 0.401188 0.270224 -0.089992 -0.300485 0.635545 -0.319652 0.111820 -0.205008 0.008065 0.015334 0.725639 -0.040980 -0.019788 0.687822 -0.272308 0.278885 0.583047 0.430679 -0.130342 -0.017215 0.164928 -0.475854 0.048653 0.136094 -0.101148 0.373245 0.094347 -0.033937 -0.019635 -0.327602 1.000000
-7.369299 -11.288361 -1.465814 -4.505297 1.499673 -1.113071 -5.968692 -0.077604 0.872182 0.914574 1.208680 2.984281 1.373413 1.422472 1.374260 -0.439787 -0.643747 -1.465507 -0.743110 -1.374753 -1.211580 -1.166362 0.164896 0.874872 0.242734 -0.876213 -0.037358 1.003532 -0.379936 -0.433720 -0.184571 0.328653 -0.354577 0.388330 0.579642 0.173566 0.111154 0.482961 -0.041063 0.261528 -0.081337 0.073185 -0.113517 -0.078110 0.174973 -0.366569 0.524405 -0.280340 -0.346279 0.271662 -0.031372 0.074920 -0.357361 0.207632 -0.573503 -0.055090 0.073033 -0.491007 0.166729 -0.020354 0.070347 0.559230 -0.446167 1.000000
-6.503476 -4.585123 -0.368972 -0.672270 1.286547 -1.830201 -2.931838 1.012025 0.498904 0.546972 0.886401 1.413846 0.986224 1.068192 0.265070 -0.737547 -0.037968 -1.611559 -1.588066 -0.997892 -0.332136 -1.329366 0.315038 0.869411 0.742195 -0.616008 -0.270508 0.489995 0.236055 -1.032739 0.504928 0.366967 0.797649 -0.011394 -0.118617 0.033543 -0.025760 0.022997 -0.600595 0.240582 -0.271917 -0.135218 -0.405454 0.388452 0.056127 0.205496 0.313150 0.396839 -0.035234 0.551793 0.175943 0.328490 0.245359 0.289304 -0.133731 -0.154088 0.553603 -0.167587 0.437727 -0.159122 0.082877 -0.021321 -0.251032 1.000000
-6.600460 -4.185222 -0.513156 -0.900606 1.149241 -1.891530 -2.790065 0.921773 0.678903 0.095947 0.557283 1.549224 1.296105 1.488483 0.335215 -0.246412 -0.194536 -1.523142 -1.655075 -0.555327 -0.599848 -1.008454 0.469098 0.825419 0.784439 -0.714466 -0.617819 0.980684 0.523218 -0.956500 0.123595 0.427549 0.578518 0.333187 0.049200 -0.258993 -0.712253 0.236478 -0.560053 0.336566 -0.381236 -0.171307 -0.178172 0.394271 -0.169798 -0.011886 0.349859 -0.127014 0.018577 -0.098704 -0.002726 -0.054687 0.062682 -0.030706 0.044140 -0.128009 -0.114549 -0.151138 0.282596 0.141522 -0.024169 0.037618 -0.266820 1.000000
-6.445924 -3.016285 -0.179531 -1.002090 1.078357 -1.790431 -3.286356 0.853392 0.414289 -0.008124 -0.116739 1.768595 1.264886 1.655689 -0.017432 0.189319 0.092049 -1.582486 -1.301021 -0.041605 -0.553931 -0.589102 -0.077563 0.322079 0.526629 0.166857 -1.082564 0.687144 0.716425 -1.260834 -0.179915 -0.205901 0.743792 1.059973 0.539909 -0.653710 -0.981675 0.658835 0.443990 0.221417 -0.543696 0.365825 -0.037024 0.595196 -0.461465 -0.052664 -0.031239 -0.547194 -0.112878 0.299919 0.036280 -0.297183 -0.177606 -0.135939 -0.013507 -0.424432 -0.025217 -0.173457 -0.039924 -0.116593 -0.167347 0.413191 -0.220696 1.000000
